序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1229,300266,兴源环境,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:34,000万元至37,000万元,同比上年增长:1.29%至9.3%。",-355000000.0,5.295,"报告期内,公司经营业绩较上年同期减亏的主要原因说明如下:1、公司取得一项较大金额的不动产拆迁收益。2、公司通过债务和解的方式取得多项债务重组收益。3、公司平均借款利率下降,财务费用较上年同期有所减少。报告期内,公司业绩亏损的主要原因说明如下:1、因公司存量有息负债余额较高,年度财务费用较高。2、个别应收类资产收款不及预期,计提了较大金额的预期信用损失。",减亏,-374841700.0,2026-01-28
1230,300241,瑞丰光电,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:4,700万元至6,800万元,同比上年增长:176%至300%。",57500000.0,238.0,"1、本报告期业绩同向上升,主要原因是:(1)本报告期公司整体收入实现增长,主要是公司业务结构调整效果显著,公司进一步聚焦发力车用和车载赛道,本年度车用LED、车载背光销售收入实现较大幅度增长,同时,MINI背光产品优势进一步扩大,带动整体收入和毛利额增加。(2)在收入增长的同时,本报告期公司致力于提升内部运营效率,较好地控制了运营费用的增长。(3)所得税费用较上期减少。2、报告期内,非经常性损益合计正向影响公司净利润约1,200万元,其中主要影响因素为本报告期内确认的政府补贴收入及固定资产处置损失。",预增,17014500.0,2026-01-28
1231,300241,瑞丰光电,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:5,700万元至8,200万元,同比上年增长:80%至160%。",69500000.0,120.0,"1、本报告期业绩同向上升,主要原因是:(1)本报告期公司整体收入实现增长,主要是公司业务结构调整效果显著,公司进一步聚焦发力车用和车载赛道,本年度车用LED、车载背光销售收入实现较大幅度增长,同时,MINI背光产品优势进一步扩大,带动整体收入和毛利额增加。(2)在收入增长的同时,本报告期公司致力于提升内部运营效率,较好地控制了运营费用的增长。(3)所得税费用较上期减少。2、报告期内,非经常性损益合计正向影响公司净利润约1,200万元,其中主要影响因素为本报告期内确认的政府补贴收入及固定资产处置损失。",预增,31584500.0,2026-01-28
1232,300241,瑞丰光电,每股收益,预计2025年1-12月每股收益盈利:0.08元至0.12元。,0.1,,"1、本报告期业绩同向上升,主要原因是:(1)本报告期公司整体收入实现增长,主要是公司业务结构调整效果显著,公司进一步聚焦发力车用和车载赛道,本年度车用LED、车载背光销售收入实现较大幅度增长,同时,MINI背光产品优势进一步扩大,带动整体收入和毛利额增加。(2)在收入增长的同时,本报告期公司致力于提升内部运营效率,较好地控制了运营费用的增长。(3)所得税费用较上期减少。2、报告期内,非经常性损益合计正向影响公司净利润约1,200万元,其中主要影响因素为本报告期内确认的政府补贴收入及固定资产处置损失。",预增,0.0461,2026-01-28
1233,300204,舒泰神,扣除后营业收入,"预计2025年1-12月扣除后营业收入:19,826.78万元至24,232.74万元。",220297600.0,,"1、报告期内,公司生产经营活动正常,公司积极开展各项营销和市场探索工作,苏肽生产品销售收入及销量均略有增长。2、报告期内,受外部环境及行业政策等因素影响,公司产品舒泰清收入有所下降;公司已在多渠道布局舒泰清产品市场探索,并着力于拓展聚乙二醇类系列产品“复方聚乙二醇(3350)电解质散(舒斯通)”、“复方聚乙二醇(3350)电解质口服溶液(舒亦清)”、“复方聚乙二醇(3350)电解质维C散(舒常轻)”的营销工作。3、预计2025年度公司非经常性损益约为475.37万元,具体数据以2025年年度报告中披露数据为准。",略减,324748100.0,2026-01-28
1234,300204,舒泰神,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:7,409.18万元至9,055.67万元。",-82324250.0,46.41,"1、报告期内,公司生产经营活动正常,公司积极开展各项营销和市场探索工作,苏肽生产品销售收入及销量均略有增长。2、报告期内,受外部环境及行业政策等因素影响,公司产品舒泰清收入有所下降;公司已在多渠道布局舒泰清产品市场探索,并着力于拓展聚乙二醇类系列产品“复方聚乙二醇(3350)电解质散(舒斯通)”、“复方聚乙二醇(3350)电解质口服溶液(舒亦清)”、“复方聚乙二醇(3350)电解质维C散(舒常轻)”的营销工作。3、预计2025年度公司非经常性损益约为475.37万元,具体数据以2025年年度报告中披露数据为准。",减亏,-153625600.0,2026-01-28
1235,300204,舒泰神,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:6,981.35万元至8,532.76万元。",-77570550.0,46.445,"1、报告期内,公司生产经营活动正常,公司积极开展各项营销和市场探索工作,苏肽生产品销售收入及销量均略有增长。2、报告期内,受外部环境及行业政策等因素影响,公司产品舒泰清收入有所下降;公司已在多渠道布局舒泰清产品市场探索,并着力于拓展聚乙二醇类系列产品“复方聚乙二醇(3350)电解质散(舒斯通)”、“复方聚乙二醇(3350)电解质口服溶液(舒亦清)”、“复方聚乙二醇(3350)电解质维C散(舒常轻)”的营销工作。3、预计2025年度公司非经常性损益约为475.37万元,具体数据以2025年年度报告中披露数据为准。",减亏,-144842600.0,2026-01-28
1236,300204,舒泰神,营业收入,"预计2025年1-12月营业收入:19,830.77万元至24,237.61万元。",220341900.0,-32.165,"1、报告期内,公司生产经营活动正常,公司积极开展各项营销和市场探索工作,苏肽生产品销售收入及销量均略有增长。2、报告期内,受外部环境及行业政策等因素影响,公司产品舒泰清收入有所下降;公司已在多渠道布局舒泰清产品市场探索,并着力于拓展聚乙二醇类系列产品“复方聚乙二醇(3350)电解质散(舒斯通)”、“复方聚乙二醇(3350)电解质口服溶液(舒亦清)”、“复方聚乙二醇(3350)电解质维C散(舒常轻)”的营销工作。3、预计2025年度公司非经常性损益约为475.37万元,具体数据以2025年年度报告中披露数据为准。",略减,324816000.0,2026-01-28
1237,300190,维尔利,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:24,300万元至34,300万元。",-293000000.0,63.97,"1、本报告期,公司经营相对改善,但整体预计归属于上市公司股东的净利润为负,主要原因如下:报告期内,公司积极布局生物天然气、生物燃料油等新型绿色能源赛道,相关项目已陆续落地推进,现阶段多数项目处于建设阶段或布局阶段,截至报告期末生物天然气项目实现投入运营的项目共计4项,生物燃料油业务方面,公司初步建成saf工厂原料供应配套体系,并向业内主流厂家实现一定规模供货。受环保行业周期波动及市场竞争格局变化等因素综合影响,近年来公司基于利润水平、回款效率、客户信用状况等核心维度,对传统环保工程业务项目实施更为严格的评估与筛选,因此该类业务的整体承接与执行规模较往年同比有所收缩。因此2025年度公司整体营业收入有所下滑。报告期内,为适应业务发展需要,公司持续推动组织结构与人员配置优化等措施,短期内相应带来经营成本的阶段性上升;此外,可转债利息摊销相应地影响公司经营业绩。报告期内,公司持续加强了回款力度,但由于公司应收账款及合同资产金额较大,公司整体回款情况尤其老旧项目回款不及预期;同时公司根据企业会计准则及相关会计政策规定,公司对商誉、应收账款、固定资产、合同资产等资产进行了减值测试,经公司初步测算,预计对应收款项、合同资产、固定资产、商誉等计提资产减值准备合计约3亿元。公司资产减值实际计提金额需根据评估机构的评估报告及会计师事务所审计数据确定。报告期内,公司经营性净现金流进一步改善,经初步测算,2025年度公司经营性净现金流约为3.9亿元。2、报告期内,预计非经常性损益对公司本报告期净利润的影响金额约为-700万元,实际数据根据会计师事务所审计数据确定。",减亏,-813185000.0,2026-01-28
1238,300190,维尔利,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:25,000万元至35,000万元。",-300000000.0,59.26,"1、本报告期,公司经营相对改善,但整体预计归属于上市公司股东的净利润为负,主要原因如下:报告期内,公司积极布局生物天然气、生物燃料油等新型绿色能源赛道,相关项目已陆续落地推进,现阶段多数项目处于建设阶段或布局阶段,截至报告期末生物天然气项目实现投入运营的项目共计4项,生物燃料油业务方面,公司初步建成saf工厂原料供应配套体系,并向业内主流厂家实现一定规模供货。受环保行业周期波动及市场竞争格局变化等因素综合影响,近年来公司基于利润水平、回款效率、客户信用状况等核心维度,对传统环保工程业务项目实施更为严格的评估与筛选,因此该类业务的整体承接与执行规模较往年同比有所收缩。因此2025年度公司整体营业收入有所下滑。报告期内,为适应业务发展需要,公司持续推动组织结构与人员配置优化等措施,短期内相应带来经营成本的阶段性上升;此外,可转债利息摊销相应地影响公司经营业绩。报告期内,公司持续加强了回款力度,但由于公司应收账款及合同资产金额较大,公司整体回款情况尤其老旧项目回款不及预期;同时公司根据企业会计准则及相关会计政策规定,公司对商誉、应收账款、固定资产、合同资产等资产进行了减值测试,经公司初步测算,预计对应收款项、合同资产、固定资产、商誉等计提资产减值准备合计约3亿元。公司资产减值实际计提金额需根据评估机构的评估报告及会计师事务所审计数据确定。报告期内,公司经营性净现金流进一步改善,经初步测算,2025年度公司经营性净现金流约为3.9亿元。2、报告期内,预计非经常性损益对公司本报告期净利润的影响金额约为-700万元,实际数据根据会计师事务所审计数据确定。",减亏,-736401900.0,2026-01-28
