序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
383,003011,海象新材,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:8,900万元至10,900万元,同比上年增长:61.38%至97.64%。",99000000.0,79.51,"公司基于谨慎性原则,为真实反映公司的财务状况、资产价值及经营情况,根据《企业会计准则》《企业会计准则第8号--资产减值》《深圳证券交易所上市公司自律监管指引第1号--主板上市公司规范运作》及公司会计政策的相关规定,上年同期公司对越南生产基地可能受溯源影响的存货、越南生产基地的部分固定资产等资产的可变现净值、可收回金额等进行了充分的分析、评估和测试,计提了适当的资产减值准备,对公司上年同期的利润相关指标造成了一定影响。本期根据产能对集团内部分产能不足的固定资产进行评估和测试,计提了适当的资产减值准备,计提金额与上年同期相比对利润指标产生较大差异。",预增,55150000.0,2026-01-24
384,003011,海象新材,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:9,000万元至11,000万元,同比上年增长:79.64%至119.56%。",100000000.0,99.6,"公司基于谨慎性原则,为真实反映公司的财务状况、资产价值及经营情况,根据《企业会计准则》《企业会计准则第8号--资产减值》《深圳证券交易所上市公司自律监管指引第1号--主板上市公司规范运作》及公司会计政策的相关规定,上年同期公司对越南生产基地可能受溯源影响的存货、越南生产基地的部分固定资产等资产的可变现净值、可收回金额等进行了充分的分析、评估和测试,计提了适当的资产减值准备,对公司上年同期的利润相关指标造成了一定影响。本期根据产能对集团内部分产能不足的固定资产进行评估和测试,计提了适当的资产减值准备,计提金额与上年同期相比对利润指标产生较大差异。",预增,50100200.0,2026-01-24
385,002941,新疆交建,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:48,000万元至72,000万元,同比上年增长:50.14%至125.22%。",600000000.0,87.68,"公司2025年年度净利润同向上升的主要原因:公司于本年完成新疆将淖铁路有限公司股权转让致投资收益增加,该事项属于非经常性损益,本期影响利润10,800万元至16,000万元。以及公司营收规模扩大推动净利润显著增长。",预增,319691400.0,2026-01-24
386,002941,新疆交建,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:40,000万元至60,000万元,同比上年增长:9.29%至63.94%。",500000000.0,36.615,"公司2025年年度净利润同向上升的主要原因:公司于本年完成新疆将淖铁路有限公司股权转让致投资收益增加,该事项属于非经常性损益,本期影响利润10,800万元至16,000万元。以及公司营收规模扩大推动净利润显著增长。",预增,365983900.0,2026-01-24
387,002941,新疆交建,每股收益,预计2025年1-12月每股收益盈利:0.656元至0.984元。,0.82,,"公司2025年年度净利润同向上升的主要原因:公司于本年完成新疆将淖铁路有限公司股权转让致投资收益增加,该事项属于非经常性损益,本期影响利润10,800万元至16,000万元。以及公司营收规模扩大推动净利润显著增长。",预增,0.5,2026-01-24
388,002799,环球印务,每股收益,预计2025年1-12月每股收益亏损:0.05元至0.09元。,-0.07,,"归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润同比增长,主要系报告期内互联网数字营销业务缩停并优化主营业务结构,归属于上市公司股东的净亏损大幅减少影响。",减亏,-0.16,2026-01-24
389,002799,环球印务,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:2,000万元至3,300万元。",-26500000.0,51.81,"归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润同比增长,主要系报告期内互联网数字营销业务缩停并优化主营业务结构,归属于上市公司股东的净亏损大幅减少影响。",减亏,-54987800.0,2026-01-24
390,002799,环球印务,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:1,650万元至3,000万元。",-23250000.0,55.61,"归属于上市公司股东的净利润和归属于上市公司股东的扣除非经常性损益的净利润同比增长,主要系报告期内互联网数字营销业务缩停并优化主营业务结构,归属于上市公司股东的净亏损大幅减少影响。",减亏,-52376800.0,2026-01-24
391,002778,中晟高科,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:7,000万元。",70000000.0,150.45,"公司2025年度预计实现扭亏为盈,主要原因有:1、报告期内,公司顺利于2025年1月完成重大资产出售重组事项,以现金方式向苏州泷祥投资合伙企业(有限合伙)出售所持有的中晟新材料科技(宜兴)有限公司100%股权,成功剥离长期亏损的润滑油生产业务板块。2、上述公司重大资产出售重组事项产生投资收益4,846.38万元,该收益属于非经常性损益。3、报告期内,公司加强应收账款管理,积极开展欠款催收工作,相应转回坏账准备较多,坏账准备转回金额超过当期新增计提金额,致使当期坏账准备计提净额为负,对当期净利润产生正向影响。",扭亏,-138754800.0,2026-01-24
392,002778,中晟高科,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:2,000万元。",20000000.0,113.41,"公司2025年度预计实现扭亏为盈,主要原因有:1、报告期内,公司顺利于2025年1月完成重大资产出售重组事项,以现金方式向苏州泷祥投资合伙企业(有限合伙)出售所持有的中晟新材料科技(宜兴)有限公司100%股权,成功剥离长期亏损的润滑油生产业务板块。2、上述公司重大资产出售重组事项产生投资收益4,846.38万元,该收益属于非经常性损益。3、报告期内,公司加强应收账款管理,积极开展欠款催收工作,相应转回坏账准备较多,坏账准备转回金额超过当期新增计提金额,致使当期坏账准备计提净额为负,对当期净利润产生正向影响。",扭亏,-149092900.0,2026-01-24
393,002778,中晟高科,每股收益,预计2025年1-12月每股收益盈利:0.56元。,0.56,,"公司2025年度预计实现扭亏为盈,主要原因有:1、报告期内,公司顺利于2025年1月完成重大资产出售重组事项,以现金方式向苏州泷祥投资合伙企业(有限合伙)出售所持有的中晟新材料科技(宜兴)有限公司100%股权,成功剥离长期亏损的润滑油生产业务板块。2、上述公司重大资产出售重组事项产生投资收益4,846.38万元,该收益属于非经常性损益。3、报告期内,公司加强应收账款管理,积极开展欠款催收工作,相应转回坏账准备较多,坏账准备转回金额超过当期新增计提金额,致使当期坏账准备计提净额为负,对当期净利润产生正向影响。",扭亏,-1.11,2026-01-24
394,002685,华东重机,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:5,000万元至7,500万元,同比上年下降:39.05%至59.36%。",62500000.0,-49.205,"1.本报告期相比上年,未产生大额投资收益,因此本报告期净利润减少。2024年公司完成数控机床业务的剥离,公司转让广东润星科技有限公司100%股权并于2024年12月17日办理完成过户手续,产生的投资收益2.53亿元,该事项属于非经常性损益。2.本报告期内,公司聚焦并深耕优势业务领域,集装箱装卸设备业务的销售收入及利润均大幅增长。公司实现了扣非后净利润扭亏为盈。公司凭借充足的在手订单及国内外市场占有率的提升,积极推进港机重点项目的交付和客户服务,报告期内港机出货量大幅增长,整体运营保持良好发展态势。3.本报告期内,子公司厦门锐信图芯科技有限公司(以下简称“锐信图芯”)业务相比上年大幅下滑,业绩亏损。经审慎分析锐信图芯的业务发展预期,公司初步判断其相关商誉存在减值迹象。公司商誉账面余额为7,641.95万元。依据《企业会计准则第8号--资产减值》及公司相关会计政策,公司本次拟计提商誉减值准备4,500-6,000万元,最终计提金额以第三方专业机构出具的减值测试评估报告为准。",预减,123044900.0,2026-01-24
395,002685,华东重机,每股收益,预计2025年1-12月每股收益盈利:0.0496元至0.0744元。,0.062,,"1.本报告期相比上年,未产生大额投资收益,因此本报告期净利润减少。2024年公司完成数控机床业务的剥离,公司转让广东润星科技有限公司100%股权并于2024年12月17日办理完成过户手续,产生的投资收益2.53亿元,该事项属于非经常性损益。2.本报告期内,公司聚焦并深耕优势业务领域,集装箱装卸设备业务的销售收入及利润均大幅增长。公司实现了扣非后净利润扭亏为盈。公司凭借充足的在手订单及国内外市场占有率的提升,积极推进港机重点项目的交付和客户服务,报告期内港机出货量大幅增长,整体运营保持良好发展态势。3.本报告期内,子公司厦门锐信图芯科技有限公司(以下简称“锐信图芯”)业务相比上年大幅下滑,业绩亏损。经审慎分析锐信图芯的业务发展预期,公司初步判断其相关商誉存在减值迹象。公司商誉账面余额为7,641.95万元。依据《企业会计准则第8号--资产减值》及公司相关会计政策,公司本次拟计提商誉减值准备4,500-6,000万元,最终计提金额以第三方专业机构出具的减值测试评估报告为准。",预减,0.1221,2026-01-24
